-1.139200483,-0.1245403793,-1.33679402,-1.308592819
-1.50149039,0.1060899527,-1.280118186,-1.308592819
-1.018437181,1.259241613,-1.33679402,-1.308592819
-0.5353839728,1.951132609,-1.166766516,-1.046524832
-1.50149039,0.7979809489,-1.33679402,-1.177558826
-1.018437181,0.7979809489,-1.280118186,-1.308592819
-1.743016994,-0.3551707113,-1.33679402,-1.308592819
-1.139200483,0.1060899527,-1.280118186,-1.439626813
-0.5353839728,1.489871945,-1.280118186,-1.308592819
-1.259963786,0.7979809489,-1.223442351,-1.308592819
-1.259963786,-0.1245403793,-1.33679402,-1.439626813
-1.863780296,-0.1245403793,-1.506821524,-1.439626813
-0.05233076426,2.181762941,-1.45014569,-1.308592819
-0.1730940664,3.104284269,-1.280118186,-1.046524832
-0.5353839728,1.951132609,-1.393469855,-1.046524832
-0.8976738792,1.028611281,-1.33679402,-1.177558826
-0.1730940664,1.720502277,-1.166766516,-1.177558826
-0.8976738792,1.720502277,-1.280118186,-1.177558826
-0.5353839728,0.7979809489,-1.166766516,-1.308592819
-0.8976738792,1.489871945,-1.280118186,-1.046524832
-1.50149039,1.259241613,-1.563497359,-1.308592819
-0.8976738792,0.5673506168,-1.166766516,-0.9154908376
-1.259963786,0.7979809489,-1.053414847,-1.308592819
-1.018437181,-0.1245403793,-1.223442351,-1.308592819
-1.018437181,0.7979809489,-1.223442351,-1.046524832
-0.7769105771,1.028611281,-1.280118186,-1.308592819
-0.7769105771,0.7979809489,-1.33679402,-1.308592819
-1.380727088,0.3367202848,-1.223442351,-1.308592819
-1.259963786,0.1060899527,-1.223442351,-1.308592819
-0.5353839728,0.7979809489,-1.280118186,-1.046524832
-0.7769105771,2.412393273,-1.280118186,-1.439626813
-0.4146206707,2.643023605,-1.33679402,-1.308592819
-1.139200483,0.1060899527,-1.280118186,-1.439626813
-1.018437181,0.3367202848,-1.45014569,-1.308592819
-0.4146206707,1.028611281,-1.393469855,-1.308592819
-1.139200483,0.1060899527,-1.280118186,-1.439626813
-1.743016994,-0.1245403793,-1.393469855,-1.308592819
-0.8976738792,0.7979809489,-1.280118186,-1.308592819
-1.018437181,1.028611281,-1.393469855,-1.177558826
-1.622253692,-1.738952704,-1.393469855,-1.177558826
-1.743016994,0.3367202848,-1.393469855,-1.308592819
-1.018437181,1.028611281,-1.223442351,-0.7844568437
-0.8976738792,1.720502277,-1.053414847,-1.046524832
-1.259963786,-0.1245403793,-1.33679402,-1.177558826
-0.8976738792,1.720502277,-1.223442351,-1.308592819
-1.50149039,0.3367202848,-1.33679402,-1.308592819
-0.6561472749,1.489871945,-1.280118186,-1.308592819
-1.018437181,0.5673506168,-1.33679402,-1.308592819
1.396828861,0.3367202848,0.5335085236,0.2638151078
0.6722490485,0.3367202848,0.4201568543,0.3948491017
1.276065559,0.1060899527,0.646860193,0.3948491017
